MakeDate,Year,Population,GrowthRate,Growth,Month,Active listing,Sales,Sales ratio,Benchmark price,Average day on market,Bank of Canada Interest Rate,Interest Change,Adj Close,Close,High,Open,Low,Index Change,Volume,Housetype
2/1/2021,2021,2606351,0.0098,25272,2,4218,1759,0.417022285,697500,33,0.0025,0,18250.07905,18250.07905,18307.59468,18228.63168,18129.47358,-21.44737,28305160526,A
2/1/2021,2021,2606351,0.0098,25272,2,1192,737,0.618288591,839800,22,0.0025,0,18250.07905,18250.07905,18307.59468,18228.63168,18129.47358,-21.44737,28305160526,T
2/1/2021,2021,2606351,0.0098,25272,2,2948,1231,0.417571235,1621200,39,0.0025,0,18250.07905,18250.07905,18307.59468,18228.63168,18129.47358,-21.44737,28305160526,D
2/1/2021,2021,2606351,0.0098,25272,2,4218,1759,0.417022285,697500,33,0.0025,0,18250.07905,18250.07905,18307.59468,18228.63168,18129.47358,-21.44737,28305160526,A
2/1/2021,2021,2606351,0.0098,25272,2,1192,737,0.618288591,839800,22,0.0025,0,18250.07905,18250.07905,18307.59468,18228.63168,18129.47358,-21.44737,28305160526,T
2/1/2021,2021,2606351,0.0098,25272,2,2948,1231,0.417571235,1621200,39,0.0025,0,18250.07905,18250.07905,18307.59468,18228.63168,18129.47358,-21.44737,28305160526,D
2/1/2021,2021,2606351,0.0098,25272,2,4218,1759,0.417022285,697500,33,0.0025,0,18250.07905,18250.07905,18307.59468,18228.63168,18129.47358,-21.44737,28305160526,A
2/1/2021,2021,2606351,0.0098,25272,2,1192,737,0.618288591,839800,22,0.0025,0,18250.07905,18250.07905,18307.59468,18228.63168,18129.47358,-21.44737,28305160526,T
2/1/2021,2021,2606351,0.0098,25272,2,2948,1231,0.417571235,1621200,39,0.0025,0,18250.07905,18250.07905,18307.59468,18228.63168,18129.47358,-21.44737,28305160526,D
3/1/2021,2021,2606351,0.0098,25272,3,4123,2697,0.654135338,715800,28,0.0025,0,18658.09986,18658.09986,18732.56505,18652.66517,18554.78278,-5.43469,27989506522,A
3/1/2021,2021,2606351,0.0098,25272,3,1309,1046,0.79908327,872200,19,0.0025,0,18658.09986,18658.09986,18732.56505,18652.66517,18554.78278,-5.43469,27989506522,T
3/1/2021,2021,2606351,0.0098,25272,3,3713,1965,0.529221654,1700200,27,0.0025,0,18658.09986,18658.09986,18732.56505,18652.66517,18554.78278,-5.43469,27989506522,D
3/1/2021,2021,2606351,0.0098,25272,3,4123,2697,0.654135338,715800,28,0.0025,0,18658.09986,18658.09986,18732.56505,18652.66517,18554.78278,-5.43469,27989506522,A
3/1/2021,2021,2606351,0.0098,25272,3,1309,1046,0.79908327,872200,19,0.0025,0,18658.09986,18658.09986,18732.56505,18652.66517,18554.78278,-5.43469,27989506522,T
3/1/2021,2021,2606351,0.0098,25272,3,3713,1965,0.529221654,1700200,27,0.0025,0,18658.09986,18658.09986,18732.56505,18652.66517,18554.78278,-5.43469,27989506522,D
3/1/2021,2021,2606351,0.0098,25272,3,4123,2697,0.654135338,715800,28,0.0025,0,18658.09986,18658.09986,18732.56505,18652.66517,18554.78278,-5.43469,27989506522,A
3/1/2021,2021,2606351,0.0098,25272,3,1309,1046,0.79908327,872200,19,0.0025,0,18658.09986,18658.09986,18732.56505,18652.66517,18554.78278,-5.43469,27989506522,T
3/1/2021,2021,2606351,0.0098,25272,3,3713,1965,0.529221654,1700200,27,0.0025,0,18658.09986,18658.09986,18732.56505,18652.66517,18554.78278,-5.43469,27989506522,D
4/1/2021,2021,2606351,0.0098,25272,4,4441,2289,0.515424454,729600,24,0.0025,0,19168.8764,19168.8764,19229.262,19172.72387,19104.28088,3.84747,20120255714,A
4/1/2021,2021,2606351,0.0098,25272,4,1378,964,0.699564586,900900,18,0.0025,0,19168.8764,19168.8764,19229.262,19172.72387,19104.28088,3.84747,20120255714,T
4/1/2021,2021,2606351,0.0098,25272,4,4426,1655,0.373926796,1755500,17,0.0025,0,19168.8764,19168.8764,19229.262,19172.72387,19104.28088,3.84747,20120255714,D
4/1/2021,2021,2606351,0.0098,25272,4,4441,2289,0.515424454,729600,24,0.0025,0,19168.8764,19168.8764,19229.262,19172.72387,19104.28088,3.84747,20120255714,A
4/1/2021,2021,2606351,0.0098,25272,4,1378,964,0.699564586,900900,18,0.0025,0,19168.8764,19168.8764,19229.262,19172.72387,19104.28088,3.84747,20120255714,T
4/1/2021,2021,2606351,0.0098,25272,4,4426,1655,0.373926796,1755500,17,0.0025,0,19168.8764,19168.8764,19229.262,19172.72387,19104.28088,3.84747,20120255714,D
4/1/2021,2021,2606351,0.0098,25272,4,4441,2289,0.515424454,729600,24,0.0025,0,19168.8764,19168.8764,19229.262,19172.72387,19104.28088,3.84747,20120255714,A
4/1/2021,2021,2606351,0.0098,25272,4,1378,964,0.699564586,900900,18,0.0025,0,19168.8764,19168.8764,19229.262,19172.72387,19104.28088,3.84747,20120255714,T
4/1/2021,2021,2606351,0.0098,25272,4,4426,1655,0.373926796,1755500,17,0.0025,0,19168.8764,19168.8764,19229.262,19172.72387,19104.28088,3.84747,20120255714,D
5/1/2021,2021,2606351,0.0098,25272,5,4713,2049,0.434754933,737100,19,0.0025,0,19442.90488,19442.90488,19506.23018,19428.45,19356.27002,-14.45488,23841699500,A
5/1/2021,2021,2606351,0.0098,25272,5,1488,800,0.537634409,936300,16,0.0025,0,19442.90488,19442.90488,19506.23018,19428.45,19356.27002,-14.45488,23841699500,T
5/1/2021,2021,2606351,0.0098,25272,5,4769,1430,0.299853219,1800600,19,0.0025,0,19442.90488,19442.90488,19506.23018,19428.45,19356.27002,-14.45488,23841699500,D
5/1/2021,2021,2606351,0.0098,25272,5,4713,2049,0.434754933,737100,19,0.0025,0,19442.90488,19442.90488,19506.23018,19428.45,19356.27002,-14.45488,23841699500,A
5/1/2021,2021,2606351,0.0098,25272,5,1488,800,0.537634409,936300,16,0.0025,0,19442.90488,19442.90488,19506.23018,19428.45,19356.27002,-14.45488,23841699500,T
5/1/2021,2021,2606351,0.0098,25272,5,4769,1430,0.299853219,1800600,19,0.0025,0,19442.90488,19442.90488,19506.23018,19428.45,19356.27002,-14.45488,23841699500,D
5/1/2021,2021,2606351,0.0098,25272,5,4713,2049,0.434754933,737100,19,0.0025,0,19442.90488,19442.90488,19506.23018,19428.45,19356.27002,-14.45488,23841699500,A
5/1/2021,2021,2606351,0.0098,25272,5,1488,800,0.537634409,936300,16,0.0025,0,19442.90488,19442.90488,19506.23018,19428.45,19356.27002,-14.45488,23841699500,T
5/1/2021,2021,2606351,0.0098,25272,5,4769,1430,0.299853219,1800600,19,0.0025,0,19442.90488,19442.90488,19506.23018,19428.45,19356.27002,-14.45488,23841699500,D
6/1/2021,2021,2606351,0.0098,25272,6,4781,1774,0.371052081,737600,21,0.0025,0,20110.0728,20110.0728,20161.09073,20117.2002,20056.86834,7.1274,22949076818,A
6/1/2021,2021,2606351,0.0098,25272,6,1477,726,0.491536899,946900,16,0.0025,0,20110.0728,20110.0728,20161.09073,20117.2002,20056.86834,7.1274,22949076818,T
6/1/2021,2021,2606351,0.0098,25272,6,4581,1262,0.275485702,1801100,23,0.0025,0,20110.0728,20110.0728,20161.09073,20117.2002,20056.86834,7.1274,22949076818,D
6/1/2021,2021,2606351,0.0098,25272,6,4781,1774,0.371052081,737600,21,0.0025,0,20110.0728,20110.0728,20161.09073,20117.2002,20056.86834,7.1274,22949076818,A
6/1/2021,2021,2606351,0.0098,25272,6,1477,726,0.491536899,946900,16,0.0025,0,20110.0728,20110.0728,20161.09073,20117.2002,20056.86834,7.1274,22949076818,T
6/1/2021,2021,2606351,0.0098,25272,6,4581,1262,0.275485702,1801100,23,0.0025,0,20110.0728,20110.0728,20161.09073,20117.2002,20056.86834,7.1274,22949076818,D
6/1/2021,2021,2606351,0.0098,25272,6,4781,1774,0.371052081,737600,21,0.0025,0,20110.0728,20110.0728,20161.09073,20117.2002,20056.86834,7.1274,22949076818,A
6/1/2021,2021,2606351,0.0098,25272,6,1477,726,0.491536899,946900,16,0.0025,0,20110.0728,20110.0728,20161.09073,20117.2002,20056.86834,7.1274,22949076818,T
6/1/2021,2021,2606351,0.0098,25272,6,4581,1262,0.275485702,1801100,23,0.0025,0,20110.0728,20110.0728,20161.09073,20117.2002,20056.86834,7.1274,22949076818,D
7/1/2021,2021,2606351,0.0098,25272,7,4461,1666,0.373458866,736900,24,0.0025,0,20165.29511,20165.29511,20219.82385,20164.78079,20092.67606,-0.51432,17039081905,A
7/1/2021,2021,2606351,0.0098,25272,7,1276,610,0.478056426,949400,20,0.0025,0,20165.29511,20165.29511,20219.82385,20164.78079,20092.67606,-0.51432,17039081905,T
7/1/2021,2021,2606351,0.0098,25272,7,4113,1050,0.255288111,1801100,30,0.0025,0,20165.29511,20165.29511,20219.82385,20164.78079,20092.67606,-0.51432,17039081905,D
7/1/2021,2021,2606351,0.0098,25272,7,4461,1666,0.373458866,736900,24,0.0025,0,20165.29511,20165.29511,20219.82385,20164.78079,20092.67606,-0.51432,17039081905,A
7/1/2021,2021,2606351,0.0098,25272,7,1276,610,0.478056426,949400,20,0.0025,0,20165.29511,20165.29511,20219.82385,20164.78079,20092.67606,-0.51432,17039081905,T
7/1/2021,2021,2606351,0.0098,25272,7,4113,1050,0.255288111,1801100,30,0.0025,0,20165.29511,20165.29511,20219.82385,20164.78079,20092.67606,-0.51432,17039081905,D
7/1/2021,2021,2606351,0.0098,25272,7,4461,1666,0.373458866,736900,24,0.0025,0,20165.29511,20165.29511,20219.82385,20164.78079,20092.67606,-0.51432,17039081905,A
7/1/2021,2021,2606351,0.0098,25272,7,1276,610,0.478056426,949400,20,0.0025,0,20165.29511,20165.29511,20219.82385,20164.78079,20092.67606,-0.51432,17039081905,T
7/1/2021,2021,2606351,0.0098,25272,7,4113,1050,0.255288111,1801100,30,0.0025,0,20165.29511,20165.29511,20219.82385,20164.78079,20092.67606,-0.51432,17039081905,D
8/1/2021,2021,2606351,0.0098,25272,8,4156,1631,0.392444658,735100,28,0.0025,0,20462.6143,20462.6143,20505.4667,20452.20471,20402.18071,-10.40959,17829082381,A
8/1/2021,2021,2606351,0.0098,25272,8,1113,576,0.517520216,952600,26,0.0025,0,20462.6143,20462.6143,20505.4667,20452.20471,20402.18071,-10.40959,17829082381,T
8/1/2021,2021,2606351,0.0098,25272,8,3736,945,0.252944325,1807100,35,0.0025,0,20462.6143,20462.6143,20505.4667,20452.20471,20402.18071,-10.40959,17829082381,D
8/1/2021,2021,2606351,0.0098,25272,8,4156,1631,0.392444658,735100,28,0.0025,0,20462.6143,20462.6143,20505.4667,20452.20471,20402.18071,-10.40959,17829082381,A
8/1/2021,2021,2606351,0.0098,25272,8,1113,576,0.517520216,952600,26,0.0025,0,20462.6143,20462.6143,20505.4667,20452.20471,20402.18071,-10.40959,17829082381,T
8/1/2021,2021,2606351,0.0098,25272,8,3736,945,0.252944325,1807100,35,0.0025,0,20462.6143,20462.6143,20505.4667,20452.20471,20402.18071,-10.40959,17829082381,D
8/1/2021,2021,2606351,0.0098,25272,8,4156,1631,0.392444658,735100,28,0.0025,0,20462.6143,20462.6143,20505.4667,20452.20471,20402.18071,-10.40959,17829082381,A
8/1/2021,2021,2606351,0.0098,25272,8,1113,576,0.517520216,952600,26,0.0025,0,20462.6143,20462.6143,20505.4667,20452.20471,20402.18071,-10.40959,17829082381,T
8/1/2021,2021,2606351,0.0098,25272,8,3736,945,0.252944325,1807100,35,0.0025,0,20462.6143,20462.6143,20505.4667,20452.20471,20402.18071,-10.40959,17829082381,D
9/1/2021,2021,2606351,0.0098,25272,9,4418,1621,0.366908103,738600,27,0.0025,0,20510.93824,20510.93824,20596.93797,20544.96187,20467.36644,34.02363,23207654286,A
9/1/2021,2021,2606351,0.0098,25272,9,1089,578,0.530762167,963800,23,0.0025,0,20510.93824,20510.93824,20596.93797,20544.96187,20467.36644,34.02363,23207654286,T
9/1/2021,2021,2606351,0.0098,25272,9,3729,950,0.254759989,1828200,33,0.0025,0,20510.93824,20510.93824,20596.93797,20544.96187,20467.36644,34.02363,23207654286,D
9/1/2021,2021,2606351,0.0098,25272,9,4418,1621,0.366908103,738600,27,0.0025,0,20510.93824,20510.93824,20596.93797,20544.96187,20467.36644,34.02363,23207654286,A
9/1/2021,2021,2606351,0.0098,25272,9,1089,578,0.530762167,963800,23,0.0025,0,20510.93824,20510.93824,20596.93797,20544.96187,20467.36644,34.02363,23207654286,T
9/1/2021,2021,2606351,0.0098,25272,9,3729,950,0.254759989,1828200,33,0.0025,0,20510.93824,20510.93824,20596.93797,20544.96187,20467.36644,34.02363,23207654286,D
9/1/2021,2021,2606351,0.0098,25272,9,4418,1621,0.366908103,738600,27,0.0025,0,20510.93824,20510.93824,20596.93797,20544.96187,20467.36644,34.02363,23207654286,A
9/1/2021,2021,2606351,0.0098,25272,9,1089,578,0.530762167,963800,23,0.0025,0,20510.93824,20510.93824,20596.93797,20544.96187,20467.36644,34.02363,23207654286,T
9/1/2021,2021,2606351,0.0098,25272,9,3729,950,0.254759989,1828200,33,0.0025,0,20510.93824,20510.93824,20596.93797,20544.96187,20467.36644,34.02363,23207654286,D
10/1/2021,2021,2606351,0.0098,25272,10,3854,1801,0.467306694,746400,25,0.0025,0,20777.575,20777.575,20828.98008,20743.93496,20682.36533,-33.64004,21313883500,A
10/1/2021,2021,2606351,0.0098,25272,10,936,603,0.644230769,975000,21,0.0025,0,20777.575,20777.575,20828.98008,20743.93496,20682.36533,-33.64004,21313883500,T
10/1/2021,2021,2606351,0.0098,25272,10,3244,1090,0.336004932,1850500,32,0.0025,0,20777.575,20777.575,20828.98008,20743.93496,20682.36533,-33.64004,21313883500,D
10/1/2021,2021,2606351,0.0098,25272,10,3854,1801,0.467306694,746400,25,0.0025,0,20777.575,20777.575,20828.98008,20743.93496,20682.36533,-33.64004,21313883500,A
10/1/2021,2021,2606351,0.0098,25272,10,936,603,0.644230769,975000,21,0.0025,0,20777.575,20777.575,20828.98008,20743.93496,20682.36533,-33.64004,21313883500,T
10/1/2021,2021,2606351,0.0098,25272,10,3244,1090,0.336004932,1850500,32,0.0025,0,20777.575,20777.575,20828.98008,20743.93496,20682.36533,-33.64004,21313883500,D
10/1/2021,2021,2606351,0.0098,25272,10,3854,1801,0.467306694,746400,25,0.0025,0,20777.575,20777.575,20828.98008,20743.93496,20682.36533,-33.64004,21313883500,A
10/1/2021,2021,2606351,0.0098,25272,10,936,603,0.644230769,975000,21,0.0025,0,20777.575,20777.575,20828.98008,20743.93496,20682.36533,-33.64004,21313883500,T
10/1/2021,2021,2606351,0.0098,25272,10,3244,1090,0.336004932,1850500,32,0.0025,0,20777.575,20777.575,20828.98008,20743.93496,20682.36533,-33.64004,21313883500,D
11/1/2021,2021,2606351,0.0098,25272,11,3401,1828,0.537488974,752800,26,0.0025,0,21439.10458,21439.10458,21525.61808,21466.47736,21372.43626,27.37278,24828730000,A
11/1/2021,2021,2606351,0.0098,25272,11,825,613,0.743030303,990300,24,0.0025,0,21439.10458,21439.10458,21525.61808,21466.47736,21372.43626,27.37278,24828730000,T
11/1/2021,2021,2606351,0.0098,25272,11,2918,987,0.338245374,1870000,37,0.0025,0,21439.10458,21439.10458,21525.61808,21466.47736,21372.43626,27.37278,24828730000,D
11/1/2021,2021,2606351,0.0098,25272,11,3401,1828,0.537488974,752800,26,0.0025,0,21439.10458,21439.10458,21525.61808,21466.47736,21372.43626,27.37278,24828730000,A
11/1/2021,2021,2606351,0.0098,25272,11,825,613,0.743030303,990300,24,0.0025,0,21439.10458,21439.10458,21525.61808,21466.47736,21372.43626,27.37278,24828730000,T
11/1/2021,2021,2606351,0.0098,25272,11,2918,987,0.338245374,1870000,37,0.0025,0,21439.10458,21439.10458,21525.61808,21466.47736,21372.43626,27.37278,24828730000,D
11/1/2021,2021,2606351,0.0098,25272,11,3401,1828,0.537488974,752800,26,0.0025,0,21439.10458,21439.10458,21525.61808,21466.47736,21372.43626,27.37278,24828730000,A
11/1/2021,2021,2606351,0.0098,25272,11,825,613,0.743030303,990300,24,0.0025,0,21439.10458,21439.10458,21525.61808,21466.47736,21372.43626,27.37278,24828730000,T
11/1/2021,2021,2606351,0.0098,25272,11,2918,987,0.338245374,1870000,37,0.0025,0,21439.10458,21439.10458,21525.61808,21466.47736,21372.43626,27.37278,24828730000,D
12/1/2021,2021,2606351,0.0098,25272,12,2407,1464,0.608226007,761800,29,0.0025,0,20917.44745,20917.44745,21027.36663,20910.20499,20810.73819,-7.24246,23704520000,A
12/1/2021,2021,2606351,0.0098,25272,12,569,430,0.755711775,1004900,24,0.0025,0,20917.44745,20917.44745,21027.36663,20910.20499,20810.73819,-7.24246,23704520000,T
12/1/2021,2021,2606351,0.0098,25272,12,2260,794,0.351327434,1910200,38,0.0025,0,20917.44745,20917.44745,21027.36663,20910.20499,20810.73819,-7.24246,23704520000,D
12/1/2021,2021,2606351,0.0098,25272,12,2407,1464,0.608226007,761800,29,0.0025,0,20917.44745,20917.44745,21027.36663,20910.20499,20810.73819,-7.24246,23704520000,A
12/1/2021,2021,2606351,0.0098,25272,12,569,430,0.755711775,1004900,24,0.0025,0,20917.44745,20917.44745,21027.36663,20910.20499,20810.73819,-7.24246,23704520000,T
12/1/2021,2021,2606351,0.0098,25272,12,2260,794,0.351327434,1910200,38,0.0025,0,20917.44745,20917.44745,21027.36663,20910.20499,20810.73819,-7.24246,23704520000,D
12/1/2021,2021,2606351,0.0098,25272,12,2407,1464,0.608226007,761800,29,0.0025,0,20917.44745,20917.44745,21027.36663,20910.20499,20810.73819,-7.24246,23704520000,A
12/1/2021,2021,2606351,0.0098,25272,12,569,430,0.755711775,1004900,24,0.0025,0,20917.44745,20917.44745,21027.36663,20910.20499,20810.73819,-7.24246,23704520000,T
12/1/2021,2021,2606351,0.0098,25272,12,2260,794,0.351327434,1910200,38,0.0025,0,20917.44745,20917.44745,21027.36663,20910.20499,20810.73819,-7.24246,23704520000,D
1/1/2022,2022,2631893,0.0098,25542,1,2647,1315,0.496788818,775700,30,0.0025,0,21033.24502,21033.24502,21161.56982,21035.50488,20856.53506,2.25986,26286398000,A
1/1/2022,2022,2631893,0.0098,25542,1,675,348,0.515555556,1029500,21,0.0025,0,21033.24502,21033.24502,21161.56982,21035.50488,20856.53506,2.25986,26286398000,T
1/1/2022,2022,2631893,0.0098,25542,1,2341,622,0.265698419,1963000,44,0.0025,0,21033.24502,21033.24502,21161.56982,21035.50488,20856.53506,2.25986,26286398000,D
2/1/2022,2022,2631893,0.0098,25542,2,2981,1854,0.621938947,807900,19,0.0025,0,21232.37366,21232.37366,21330.61595,21212.43699,21114.32607,-19.93667,28839591053,A
2/1/2022,2022,2631893,0.0098,25542,2,871,560,0.64293915,1090000,14,0.0025,0,21232.37366,21232.37366,21330.61595,21212.43699,21114.32607,-19.93667,28839591053,T
2/1/2022,2022,2631893,0.0098,25542,2,2890,1010,0.349480969,2044800,24,0.0025,0,21232.37366,21232.37366,21330.61595,21212.43699,21114.32607,-19.93667,28839591053,D
3/1/2022,2022,2631893,0.0098,25542,3,3285,2310,0.703196347,835500,16,0.005,0.0025,21626.25221,21626.25221,21720.87398,21599.89581,21513.3694,-26.3564,31825003913,A
3/1/2022,2022,2631893,0.0098,25542,3,1013,743,0.733464956,1138300,12,0.005,0.0025,21626.25221,21626.25221,21720.87398,21599.89581,21513.3694,-26.3564,31825003913,T
3/1/2022,2022,2631893,0.0098,25542,3,3330,1291,0.387687688,2118600,22,0.005,0.0025,21626.25221,21626.25221,21720.87398,21599.89581,21513.3694,-26.3564,31825003913,D
4/1/2022,2022,2631893,0.0098,25542,4,3762,1692,0.449760766,844700,17,0.01,0.005,21586.46514,21586.46514,21738.76982,21652.89502,21491.0751,66.42988,25141786500,A
4/1/2022,2022,2631893,0.0098,25542,4,1228,578,0.470684039,1150500,13,0.01,0.005,21586.46514,21586.46514,21738.76982,21652.89502,21491.0751,66.42988,25141786500,T
4/1/2022,2022,2631893,0.0098,25542,4,3806,962,0.252758802,2139200,21,0.01,0.005,21586.46514,21586.46514,21738.76982,21652.89502,21491.0751,66.42988,25141786500,D
5/1/2022,2022,2631893,0.0098,25542,5,4210,1605,0.381235154,779700,16,0.015,0.005,20400.75242,20400.75242,20554.48568,20419.35705,20240.36207,18.60463,25808929481,A
5/1/2022,2022,2631893,0.0098,25542,5,1463,520,0.35543404,1141200,14,0.015,0.005,20400.75242,20400.75242,20554.48568,20419.35705,20240.36207,18.60463,25808929481,T
5/1/2022,2022,2631893,0.0098,25542,5,4337,793,0.182845285,2093600,19,0.015,0.005,20400.75242,20400.75242,20554.48568,20419.35705,20240.36207,18.60463,25808929481,D
